"user_id","avg_pay_amt","avg_pay_amt_weekdays","avg_pay_amt_weekends"
181702,"<29","<29","未知"
181713,"[29,36)","[29,36)","[29,36)"
181722,">=65",">=65",">=65"
181734,"[49,65)","[49,65)","[49,65)"
181741,">=65",">=65",">=65"
181742,"[36,49)","[36,49)","[29,36)"
181748,"<29","<29","<29"
181750,"[49,65)","[36,49)","[36,49)"
181760,"<29","<29","[29,36)"
181761,"<29","<29","<29"
181763,"[29,36)","<29","[29,36)"
181782,"[49,65)",">=65","[49,65)"
181784,"[36,49)","未知","[49,65)"
181823,"[36,49)","[36,49)","[36,49)"
181831,"[49,65)","[36,49)","[36,49)"
181833,"<29","<29","[29,36)"
181843,"[29,36)","[29,36)","[29,36)"
181845,"<29","<29","[29,36)"
181853,"[36,49)","[36,49)","[36,49)"
181855,"<29","<29","<29"
181857,">=65",">=65",">=65"
181870,">=65","[49,65)",">=65"
181871,"[29,36)","<29",">=65"
181875,"<29","<29","<29"
181880,"<29","<29","<29"
181885,"<29","<29","<29"
181889,"[29,36)","[29,36)","[36,49)"
181908,"[29,36)","[36,49)","[29,36)"
181910,"[36,49)","[36,49)","[29,36)"
181912,">=65",">=65",">=65"
181919,"[49,65)","[36,49)","[36,49)"
181928,"[49,65)","[36,49)","[36,49)"
181929,"[49,65)","[49,65)","[49,65)"
181933,"<29","<29","<29"
181973,">=65",">=65",">=65"
181976,"[49,65)","[49,65)","[49,65)"
181998,"[36,49)","未知","[49,65)"
182005,"[36,49)","[36,49)","[36,49)"
182010,"[36,49)","[36,49)","[36,49)"
182017,"<29","<29","<29"
182018,"[29,36)","[36,49)","[29,36)"
182022,"[49,65)","[49,65)","[49,65)"
182027,"[36,49)","[36,49)","[36,49)"
182028,"[36,49)","未知","[49,65)"
182031,"[29,36)","[29,36)","[49,65)"
182044,"[49,65)","[49,65)",">=65"
182047,"[36,49)","[29,36)","[36,49)"
182050,"[29,36)","[36,49)","[29,36)"
182058,"[49,65)","[36,49)","[36,49)"
182069,"[29,36)","[29,36)","[29,36)"
182071,"[29,36)","[29,36)","[36,49)"
182100,"[49,65)","未知",">=65"
182102,"[49,65)","[36,49)","[36,49)"
182118,"[49,65)",">=65","[49,65)"
182121,"<29","<29","未知"
182129,"[29,36)","[29,36)","<29"
182131,"[36,49)","[36,49)","[29,36)"
182134,"[29,36)","[29,36)","[29,36)"
182135,"<29","<29","<29"
182137,"[36,49)","[36,49)","[36,49)"
182140,"[36,49)","[36,49)","[36,49)"
182162,">=65",">=65",">=65"
182168,">=65",">=65",">=65"
182171,"[36,49)","[36,49)","[36,49)"
182175,"[36,49)","[36,49)","[29,36)"
182182,">=65","[49,65)",">=65"
182193,"[49,65)","[49,65)",">=65"
182206,"[49,65)","[49,65)",">=65"
182208,"<29","<29","<29"
182229,"<29","<29","<29"
182233,"[49,65)","[49,65)","[49,65)"
182260,"<29","<29","<29"
182271,"[49,65)","[49,65)","[49,65)"
182274,"[29,36)","[29,36)","[29,36)"
182283,"<29","<29","<29"
182288,"<29","<29","[36,49)"
182302,">=65",">=65","未知"
182317,">=65",">=65",">=65"
182339,"[36,49)","[36,49)","[29,36)"
182372,"[36,49)","[36,49)","[36,49)"
182374,">=65",">=65",">=65"
182383,"<29","<29","<29"
182384,">=65",">=65",">=65"
182408,"[36,49)","[36,49)","[36,49)"
182411,">=65",">=65",">=65"
182415,"[36,49)","[36,49)","[36,49)"
182416,"<29","<29","<29"
182425,">=65",">=65",">=65"
182426,"[49,65)","[36,49)","[36,49)"
182430,"[49,65)","未知","[49,65)"
182433,"[49,65)","[49,65)","[49,65)"
182442,"[36,49)","[36,49)","[29,36)"
182451,"<29","<29","<29"
182456,"<29","<29","<29"
182460,"[36,49)","[36,49)","[36,49)"
182500,">=65","[49,65)",">=65"
182510,"[36,49)","未知","[49,65)"
182516,">=65",">=65","[49,65)"
182517,">=65",">=65",">=65"
182545,">=65",">=65",">=65"
182554,"<29","<29","[29,36)"
182602,"[29,36)","[29,36)","<29"
182606,"[29,36)","[29,36)","[36,49)"
182629,"<29","[29,36)","<29"
182637,"<29","<29","[29,36)"
182643,"[36,49)","[36,49)","[36,49)"
182682,"[29,36)","[29,36)","[36,49)"
182689,"[49,65)","未知",">=65"
182710,"[29,36)","[29,36)","[29,36)"
182720,"[36,49)","未知","[49,65)"
182744,"[36,49)","[36,49)","[36,49)"
182774,"[49,65)","[36,49)","[36,49)"
182786,"[49,65)","[49,65)","[49,65)"
182793,"[49,65)","[49,65)","[49,65)"
182801,"<29","<29","<29"
182804,"[29,36)","[29,36)","[29,36)"
182823,"[36,49)","[36,49)","[36,49)"
182852,"[29,36)","[29,36)","[29,36)"
182857,"[49,65)","[36,49)","[36,49)"
182869,"[49,65)","[49,65)",">=65"
182873,"[36,49)","[36,49)","[36,49)"
182883,"[29,36)","[29,36)","[29,36)"
182912,"<29","<29","<29"
182917,"[36,49)","[36,49)","[36,49)"
182943,"[49,65)","[49,65)","[49,65)"
182948,"[29,36)","[29,36)","<29"
182949,"[36,49)","[36,49)","[36,49)"
182960,">=65",">=65",">=65"
182961,">=65",">=65",">=65"
182979,"<29","<29","<29"
182980,"[49,65)","[49,65)","[49,65)"
182991,">=65",">=65",">=65"
183014,">=65",">=65",">=65"
183042,">=65",">=65",">=65"
183043,"[29,36)","<29","[36,49)"
183046,"[49,65)","[49,65)","[49,65)"
183057,">=65",">=65",">=65"
183069,"[29,36)","[29,36)","[36,49)"
183075,">=65",">=65",">=65"
183076,"[49,65)",">=65","[49,65)"
183088,"[36,49)","未知","[49,65)"
183096,">=65","未知",">=65"
183104,">=65",">=65",">=65"
183109,"[36,49)","[29,36)","[49,65)"
183128,">=65",">=65",">=65"
183135,">=65","[49,65)",">=65"
183139,"[29,36)","[29,36)","[36,49)"
183156,"<29","<29","[29,36)"
183158,"[49,65)","未知",">=65"
183162,"[29,36)","[29,36)","[36,49)"
183178,">=65",">=65",">=65"
183199,"[29,36)","[29,36)","[29,36)"
183206,"[36,49)","[36,49)","[36,49)"
183237,"[36,49)","未知","[49,65)"
183240,">=65",">=65",">=65"
183242,"[29,36)","[29,36)","[36,49)"
183248,"<29","<29","<29"
183250,"[36,49)","[36,49)","[36,49)"
183265,"[29,36)","[29,36)","[36,49)"
183266,">=65",">=65",">=65"
183267,"[36,49)","[36,49)","[36,49)"
183277,"<29","<29","<29"
183278,"[36,49)","[29,36)","[36,49)"
183293,"<29","<29","<29"
183301,">=65",">=65",">=65"
183307,"<29","<29","<29"
183309,"<29","<29","<29"
183310,"[49,65)","[49,65)","[49,65)"
183311,"<29","<29","[36,49)"
183312,"[29,36)","[29,36)","[29,36)"
183332,"[36,49)","[36,49)","[36,49)"
183347,"<29","[29,36)","<29"
183361,"[36,49)","[36,49)","[36,49)"
183363,"[29,36)","[29,36)","[29,36)"
183368,"<29","<29","<29"
183373,"<29","<29","<29"
183388,"[49,65)","[36,49)","[36,49)"
183393,">=65","[49,65)",">=65"
183398,"<29","<29","<29"
183441,"[49,65)","[36,49)","[36,49)"
183461,">=65",">=65",">=65"
183487,">=65",">=65",">=65"
183491,"<29","<29","<29"
183496,">=65",">=65","[49,65)"
183513,"[36,49)","[36,49)","[36,49)"
183519,"[36,49)","未知",">=65"
183521,"[49,65)","[36,49)","[36,49)"
183525,">=65",">=65","未知"
183533,"<29","<29","[29,36)"
183542,"[36,49)","[36,49)","[36,49)"
183557,"[49,65)","[49,65)","[49,65)"
183563,"[36,49)","[36,49)","[36,49)"
183566,">=65",">=65",">=65"
183583,"<29","<29","<29"
183602,"[29,36)","[29,36)","[36,49)"
183648,"[36,49)","[36,49)","[36,49)"
183655,"[49,65)","[49,65)","[49,65)"
183660,"[36,49)","[36,49)","[29,36)"
183676,"[49,65)","[49,65)","[49,65)"
183685,"<29","<29","<29"
183696,">=65",">=65",">=65"
183712,"[36,49)","未知","[49,65)"
183737,"[29,36)","[29,36)","[29,36)"
183743,"[36,49)","[36,49)","[36,49)"
183752,"[29,36)","[29,36)","[29,36)"
183762,"[49,65)","[49,65)","[49,65)"
183778,">=65","[49,65)",">=65"
183788,"[36,49)","[36,49)","[36,49)"
183809,">=65",">=65",">=65"
183811,"[36,49)","[36,49)","[36,49)"
183830,"[36,49)","[29,36)","[36,49)"
183836,"[29,36)","[29,36)","<29"
183843,"[36,49)","[29,36)","[36,49)"
183851,">=65",">=65",">=65"
183876,"[49,65)","[49,65)",">=65"
183878,"<29","<29","<29"
183891,"[36,49)","[36,49)","[36,49)"
183892,">=65",">=65",">=65"
183906,"<29","<29","<29"
183915,"[36,49)","[36,49)","[36,49)"
183929,">=65",">=65",">=65"
183945,"<29","<29","<29"
183946,"<29","<29","<29"
183950,"[49,65)","[49,65)",">=65"
183956,"[36,49)","[36,49)","<29"
183966,"[36,49)","[36,49)","[36,49)"
183987,"<29","<29","[36,49)"
183991,"[29,36)","[29,36)","[29,36)"
183992,"[29,36)","[29,36)","[36,49)"
184016,"[49,65)",">=65","[49,65)"
184027,">=65",">=65",">=65"
184049,"<29","<29","未知"
184058,"[36,49)","[36,49)","[29,36)"
184064,"<29","<29","[49,65)"
184068,">=65",">=65",">=65"
184075,"[49,65)","[49,65)",">=65"
184082,"[36,49)","[36,49)","[36,49)"
184086,"[49,65)","[49,65)","[49,65)"
184087,">=65","[49,65)",">=65"
184097,">=65","[49,65)",">=65"
184113,"[29,36)","[29,36)","[36,49)"
184125,"[36,49)","[36,49)","[29,36)"
184139,"<29","<29","未知"
184142,"[49,65)","[49,65)","[49,65)"
184162,"[29,36)","[29,36)","[29,36)"
184164,"<29","<29","[36,49)"
184171,">=65","[36,49)","[36,49)"
184207,"[49,65)","[36,49)","[36,49)"
184217,"[49,65)","[36,49)","<29"
184223,">=65",">=65",">=65"
184249,"[49,65)","[49,65)","[49,65)"
184267,"[36,49)","[29,36)","[49,65)"
184282,"[29,36)","[29,36)","<29"
184297,"[49,65)","[49,65)",">=65"
184307,"[29,36)","[29,36)","[36,49)"
184319,"<29","<29","[29,36)"
184320,"<29","<29","<29"
184324,"[36,49)","[36,49)","[36,49)"
184331,"<29","<29","[29,36)"
184337,"[49,65)","未知","[49,65)"
184342,"[49,65)","[49,65)","[49,65)"
184364,">=65",">=65",">=65"
184365,"[36,49)","[36,49)","[36,49)"
184392,"[29,36)","[29,36)","[29,36)"
184394,"[49,65)","[36,49)","[36,49)"
184397,"[49,65)","[49,65)","[49,65)"
184427,"[36,49)","[36,49)","[36,49)"
184435,"[29,36)","[36,49)","[29,36)"
184436,"[36,49)","[36,49)","[36,49)"
184437,"[36,49)","未知","[49,65)"
184443,">=65","[49,65)",">=65"
184444,"[36,49)","[36,49)","[36,49)"
184459,"<29","<29","<29"
184461,"<29","<29","<29"
184468,"<29","<29","<29"
184475,"<29","<29","<29"
184477,">=65",">=65",">=65"
184485,"[49,65)","[49,65)","[49,65)"
184502,"<29","<29","<29"
184521,"<29","<29","<29"
184540,"<29","<29","<29"
184557,"[49,65)","[49,65)","[49,65)"
184571,"[29,36)","[29,36)","[29,36)"
184572,"[36,49)","[29,36)","[36,49)"
184583,"[36,49)","[36,49)","[36,49)"
184588,"[29,36)","[29,36)","[36,49)"
184589,"<29","<29","<29"
184591,"[29,36)","[29,36)","[29,36)"
184603,"[29,36)","[29,36)","[36,49)"
184610,">=65",">=65",">=65"
184617,"[49,65)","[36,49)","[36,49)"
184622,"<29","<29","<29"
184648,"[49,65)","[49,65)",">=65"
184657,"[36,49)","[29,36)","[49,65)"
184667,"[49,65)","[49,65)",">=65"
184686,"<29","<29","[29,36)"
184691,">=65","[49,65)",">=65"
184738,"<29","<29","<29"
184748,"[49,65)","[36,49)","[36,49)"
184753,"<29","<29","[29,36)"
184818,"<29","<29","<29"
184819,"<29","<29","<29"
184840,">=65",">=65",">=65"
184846,"[29,36)","[36,49)","[29,36)"
184857,"<29","<29","<29"
184871,">=65",">=65","[49,65)"
184873,"[36,49)","[29,36)","[36,49)"
184881,">=65",">=65",">=65"
184899,"[29,36)","[29,36)","[29,36)"
184923,"[49,65)","[49,65)","[49,65)"
184926,"<29","<29","<29"
184941,"[49,65)","[49,65)","[49,65)"
184953,"<29","<29","<29"
184956,"[29,36)","[29,36)","[29,36)"
184959,"[49,65)","[49,65)","[49,65)"
184964,"[49,65)","[36,49)","[36,49)"
184988,"[29,36)","[29,36)","[29,36)"
184991,"[36,49)","未知","[49,65)"
184993,"<29","<29","<29"
185003,"<29","<29","<29"
185004,"[36,49)","未知","[49,65)"
185019,">=65",">=65",">=65"
185021,"[36,49)","[36,49)","[36,49)"
185042,">=65",">=65",">=65"
185064,"[49,65)",">=65","[49,65)"
185065,"[49,65)","[49,65)","[49,65)"
185070,"[36,49)","未知","[49,65)"
185075,"[36,49)","[29,36)","[36,49)"
185080,"<29","<29","<29"
185083,">=65",">=65",">=65"
185096,">=65",">=65","[49,65)"
185097,"[29,36)","[29,36)","[29,36)"
185101,"[29,36)","[29,36)","[29,36)"
185114,"[36,49)","[36,49)","[36,49)"
185167,">=65",">=65",">=65"
185173,"<29","<29","<29"
185182,"[49,65)","未知","[49,65)"
185184,"[36,49)","[36,49)","[36,49)"
185186,">=65",">=65",">=65"
185199,"<29","<29","<29"
185205,"[49,65)","未知",">=65"
185206,"[36,49)","未知","[49,65)"
185214,"<29","[36,49)","<29"
185215,"<29","<29","<29"
185217,"<29","<29","[29,36)"
185223,"[29,36)","[29,36)","[36,49)"
185227,"[36,49)","未知",">=65"
185229,"[29,36)","[29,36)","<29"
185230,"[36,49)","[36,49)","[36,49)"
185242,">=65",">=65",">=65"
185253,"[49,65)","[49,65)","[49,65)"
185266,"[36,49)","[36,49)","<29"
185268,">=65",">=65","[49,65)"
185287,">=65",">=65",">=65"
185298,"[29,36)","[29,36)","[29,36)"
185322,"[49,65)","[49,65)","[49,65)"
185323,"[36,49)","[36,49)","[36,49)"
185331,"[29,36)","<29","[29,36)"
185343,"[49,65)","[49,65)",">=65"
185352,"[36,49)","未知","[49,65)"
185361,"<29","<29","<29"
185362,"[36,49)","[29,36)","[36,49)"
185372,"[36,49)","[36,49)","[36,49)"
185385,">=65",">=65",">=65"
185387,"[29,36)","[29,36)","<29"
185411,"[49,65)","[49,65)",">=65"
185418,">=65",">=65",">=65"
185419,"<29","<29","<29"
185420,"<29","<29","<29"
185423,"[29,36)","[29,36)","<29"
185425,"[36,49)","[36,49)","[36,49)"
185427,"<29","<29","[29,36)"
185430,"[29,36)","[29,36)","[36,49)"
185450,"[49,65)","[36,49)","[36,49)"
185463,">=65",">=65",">=65"
185465,"[29,36)","[29,36)","[29,36)"
185467,"<29","<29","<29"
185480,">=65",">=65",">=65"
185489,"[29,36)","[29,36)","[36,49)"
185512,">=65",">=65",">=65"
185525,"[29,36)","[29,36)","<29"
185531,"[36,49)","[36,49)","[36,49)"
185545,"<29","<29","<29"
185549,"<29","<29","<29"
185555,"[49,65)","[49,65)","[49,65)"
185575,"[36,49)","[36,49)","[36,49)"
185576,"[36,49)","未知","[49,65)"
185578,"[29,36)","[29,36)","未知"
185580,"<29","<29","<29"
185615,"[29,36)","[29,36)","[29,36)"
185628,"<29","<29","<29"
185652,"[29,36)","[29,36)","[29,36)"
185659,">=65",">=65",">=65"
185660,"[49,65)","[49,65)","[49,65)"
185662,"[29,36)","[29,36)","[29,36)"
185688,"<29","<29","<29"
185689,"<29","<29","[29,36)"
185706,"<29","<29","<29"
185721,">=65",">=65",">=65"
185723,"[36,49)","[29,36)","[36,49)"
185733,">=65",">=65",">=65"
185735,"[29,36)","[29,36)","[36,49)"
185753,"[29,36)","[29,36)","[29,36)"
185765,"<29","<29","<29"
185772,"[29,36)","[29,36)","[29,36)"
185777,"<29","<29","<29"
185789,"[36,49)","未知",">=65"
185795,"[36,49)","[29,36)","[36,49)"
185822,"[29,36)","<29","[49,65)"
185835,">=65",">=65",">=65"
185843,"[36,49)","[36,49)","[29,36)"
185857,">=65","[49,65)",">=65"
185867,"[49,65)","[49,65)","[49,65)"
185875,"<29","<29","<29"
185882,"[49,65)","[49,65)","[49,65)"
185899,"<29","<29","<29"
185904,">=65",">=65",">=65"
185909,">=65",">=65",">=65"
185911,"[49,65)","[49,65)","[49,65)"
185946,"[49,65)",">=65","[49,65)"
185948,"[36,49)","[36,49)","[36,49)"
185973,"[36,49)","[36,49)","[29,36)"
185975,"[49,65)","未知",">=65"
185978,"<29","<29","<29"
186003,"[49,65)","[49,65)","[49,65)"
186017,"[36,49)","[36,49)","[36,49)"
186026,">=65",">=65",">=65"
186030,"[36,49)","[36,49)","[29,36)"
186037,"<29","<29","<29"
186046,">=65","[36,49)","[29,36)"
186056,"[49,65)","[49,65)","[49,65)"
186063,"[49,65)","[49,65)","[49,65)"
186064,"[49,65)","[49,65)","[49,65)"
186066,">=65",">=65",">=65"
186067,"[29,36)","[29,36)","[29,36)"
186089,"[49,65)","[49,65)","[49,65)"
186102,"<29","<29","[29,36)"
186108,"[49,65)","[49,65)","[49,65)"
186111,">=65","[36,49)","[36,49)"
186146,"<29","<29","<29"
186147,"[49,65)","[49,65)","[49,65)"
186156,"[29,36)","[29,36)","[29,36)"
186170,">=65",">=65",">=65"
186183,"<29","<29","<29"
186197,"[29,36)","[29,36)","[36,49)"
186198,"<29","<29","[36,49)"
186220,"[36,49)","[29,36)",">=65"
186239,">=65",">=65",">=65"
186243,"<29","<29","<29"
186252,">=65",">=65",">=65"
186258,"<29","<29","<29"
186263,">=65","[49,65)",">=65"
186266,"[29,36)","[29,36)","[36,49)"
186270,">=65",">=65","[49,65)"
186312,">=65",">=65","[49,65)"
186327,"<29","<29","未知"
186328,">=65",">=65",">=65"
186353,"<29","<29","[29,36)"
186359,"[36,49)","未知","[36,49)"
186371,"[29,36)","[29,36)","[36,49)"
186386,"[36,49)","[36,49)","[36,49)"
186420,">=65",">=65",">=65"
186427,"[36,49)","未知","[49,65)"
186438,"<29","<29","<29"
186445,">=65",">=65",">=65"
186452,">=65",">=65",">=65"
186467,"<29","<29","未知"
186471,">=65",">=65","[49,65)"
186472,">=65",">=65",">=65"
186473,"[49,65)","未知","[49,65)"
186475,"[36,49)","[36,49)","[36,49)"
186478,"[36,49)","[36,49)","[36,49)"
186503,">=65",">=65",">=65"
186509,">=65",">=65","未知"
186518,"[29,36)","[36,49)","[29,36)"
186520,"[49,65)","未知","[49,65)"
186533,"[49,65)","[36,49)","[29,36)"
186543,">=65",">=65",">=65"
186544,"[29,36)","[29,36)","[36,49)"
186555,"<29","<29","<29"
186561,"<29","<29","<29"
186563,"<29","<29","<29"
186580,"<29","<29","<29"
186589,">=65",">=65",">=65"
186596,"[36,49)","[36,49)","[36,49)"
186602,"[36,49)","[36,49)","[36,49)"
186636,">=65",">=65",">=65"
186644,"[36,49)","[36,49)","[36,49)"
186661,">=65",">=65",">=65"
186662,">=65",">=65",">=65"
186663,"[49,65)","未知","[49,65)"
186671,">=65",">=65",">=65"
186676,"[29,36)","[29,36)","<29"
186677,"[36,49)","[36,49)","[36,49)"
186712,"[36,49)","[36,49)","[36,49)"
186731,"<29","[29,36)","<29"
186737,"<29","<29","<29"
186751,"[29,36)","[29,36)","[36,49)"
186760,"[36,49)","[36,49)","[36,49)"
186777,"<29","<29","<29"
186778,">=65",">=65",">=65"
186795,"[36,49)","[36,49)","[36,49)"
186809,"[49,65)","[49,65)",">=65"
186819,"[49,65)","[49,65)",">=65"
186823,"[29,36)","[29,36)","[36,49)"
186835,"[36,49)","未知","[49,65)"
186846,">=65",">=65",">=65"
186908,"[29,36)","[29,36)","[29,36)"
186911,"<29","<29","<29"
186922,"[29,36)","[29,36)","<29"
186957,">=65",">=65",">=65"
187003,"[36,49)","未知","[49,65)"
187012,"[36,49)","未知","[49,65)"
187048,"<29","<29","<29"
187049,"[36,49)","[36,49)","[36,49)"
187057,"[36,49)","未知","[49,65)"
187064,">=65",">=65",">=65"
187069,">=65",">=65","[49,65)"
187075,"[36,49)","[36,49)","[36,49)"
187078,"[36,49)","[36,49)","<29"
187087,"<29","未知","<29"
187095,"[29,36)","[29,36)","[29,36)"
187101,"<29","<29","<29"
187103,"[49,65)","[36,49)","[36,49)"
187113,"<29","<29","<29"
187114,"<29","<29","<29"
187122,">=65",">=65",">=65"
187131,">=65","[49,65)",">=65"
187141,"<29","<29","<29"
187155,">=65",">=65",">=65"
187157,"[36,49)","[36,49)","[36,49)"
187168,">=65",">=65",">=65"
187176,"[29,36)","[29,36)","[29,36)"
187197,"[36,49)","[36,49)","[29,36)"
187199,"[36,49)","[36,49)","[36,49)"
187201,">=65",">=65",">=65"
187219,"[49,65)","[49,65)","[49,65)"
187222,"[29,36)","[29,36)","[29,36)"
187226,">=65",">=65",">=65"
187236,">=65","[49,65)",">=65"
187253,"[29,36)","[29,36)","[36,49)"
187256,"<29","<29","<29"
187260,"[29,36)","[29,36)","[29,36)"
187262,">=65","[49,65)",">=65"
187264,"<29","<29","<29"
187295,"[36,49)","[36,49)","[36,49)"
187303,">=65",">=65",">=65"
187307,">=65",">=65",">=65"
187308,">=65",">=65",">=65"
187335,"[49,65)","[49,65)",">=65"
187352,"[49,65)","未知",">=65"
187355,"[36,49)","[36,49)","[36,49)"
187356,">=65",">=65",">=65"
187366,"[36,49)","[36,49)","[29,36)"
187368,"[29,36)","[36,49)","<29"
187371,"[29,36)","[29,36)","[29,36)"
187373,"[29,36)","[29,36)","<29"
187413,">=65",">=65",">=65"
187428,"<29","<29","<29"
187484,"[36,49)","[29,36)","[36,49)"
187486,"[36,49)","[29,36)","[36,49)"
187493,"[36,49)","[36,49)","<29"
187504,"[29,36)","[29,36)","[29,36)"
187515,"[49,65)","[49,65)","[49,65)"
187517,"[49,65)","[49,65)","[49,65)"
187527,"[49,65)","[36,49)","[36,49)"
187544,"[49,65)","[49,65)","[49,65)"
187548,"<29","<29","<29"
187572,"<29","<29","<29"
187590,"[49,65)","[49,65)","[49,65)"
187595,"<29","[29,36)","<29"
187596,"[36,49)","未知","[49,65)"
187603,"[49,65)","未知","[49,65)"
187606,">=65",">=65",">=65"
187608,"<29","<29","<29"
187611,"[36,49)","[36,49)","[36,49)"
187613,"<29","<29","<29"
187624,"[36,49)","[36,49)","[36,49)"
187625,"[36,49)","[36,49)","[29,36)"
187633,"<29","<29","<29"
187638,">=65",">=65","未知"
187642,"[49,65)","[49,65)","[49,65)"
187650,"[36,49)","[36,49)","[36,49)"
187651,"[49,65)","[49,65)","[49,65)"
187654,">=65","[49,65)",">=65"
187656,"[36,49)","[36,49)","[36,49)"
187659,"<29","<29","<29"
187664,">=65",">=65",">=65"
187686,"[49,65)","未知","[49,65)"
187690,"[36,49)","[36,49)","[36,49)"
187691,">=65",">=65",">=65"
187699,"[36,49)","未知","[49,65)"
187711,"[49,65)","未知",">=65"
187727,"<29","<29","<29"
187738,"<29","<29","<29"
187747,"[49,65)","[49,65)","[49,65)"
187759,">=65",">=65",">=65"
187765,"[36,49)","[36,49)","[36,49)"
187774,">=65",">=65",">=65"
187782,">=65","未知",">=65"
187787,"<29","<29","<29"
187793,"[29,36)","[29,36)","<29"
187811,"<29","<29","<29"
187832,"<29","<29","[29,36)"
187839,">=65",">=65",">=65"
187842,"[29,36)","[29,36)","[29,36)"
187875,"[36,49)","[36,49)","[36,49)"
187886,"[49,65)","[49,65)","[49,65)"
187918,"[36,49)","[36,49)","[36,49)"
187931,"[29,36)","[29,36)","[36,49)"
187943,"<29","<29","<29"
187959,"<29","<29","[29,36)"
187964,"[36,49)","[36,49)","[36,49)"
187970,"[29,36)","[36,49)","[29,36)"
187975,"<29","<29","<29"
187994,"<29","<29","[29,36)"
188007,"[36,49)","[29,36)","[36,49)"
188012,"<29","<29","<29"
188023,">=65",">=65",">=65"
188025,"<29","<29","<29"
188028,"[36,49)","未知","[49,65)"
188032,"[49,65)","[36,49)","[36,49)"
188034,"[29,36)","<29","[29,36)"
188040,"<29","<29","<29"
188044,">=65",">=65",">=65"
188048,"[36,49)","[36,49)","[36,49)"
188049,"<29","<29","[29,36)"
188056,"[36,49)","[36,49)","[29,36)"
188060,"[49,65)","[49,65)","[49,65)"
188067,"<29","<29","[29,36)"
188073,"<29","<29","[49,65)"
188074,"[36,49)","[36,49)","[36,49)"
188078,"[49,65)","[49,65)","[49,65)"
188095,"[36,49)","[36,49)","[36,49)"
188106,">=65",">=65",">=65"
188113,"[36,49)","[36,49)","[36,49)"
188126,">=65",">=65",">=65"
188149,"[29,36)","[29,36)","[36,49)"
188157,"[36,49)","未知","[49,65)"
188160,">=65",">=65",">=65"
188172,"[29,36)","[29,36)","[36,49)"
188205,"[49,65)","[49,65)","[49,65)"
188211,"[49,65)","[36,49)","[29,36)"
188254,"[36,49)","未知","[49,65)"
188266,">=65",">=65",">=65"
188273,"<29","<29","<29"
188281,"[36,49)","未知","[49,65)"
188283,">=65","[49,65)",">=65"
188289,"[36,49)","[36,49)","[36,49)"
188294,"<29","[29,36)","<29"
188296,"[36,49)","[36,49)","[36,49)"
188307,"[29,36)","[29,36)","[29,36)"
188316,"[29,36)","[29,36)","[29,36)"
188331,"[36,49)","未知","[49,65)"
188338,"[36,49)","[36,49)","[36,49)"
188340,"<29","<29","<29"
188349,">=65",">=65",">=65"
188350,"[49,65)","[49,65)","[49,65)"
188373,"[36,49)","[36,49)","[29,36)"
188378,"[29,36)","[29,36)","[29,36)"
188397,"<29","<29","<29"
188398,"<29","<29","<29"
188403,">=65",">=65",">=65"
188413,">=65",">=65",">=65"
188426,"[29,36)","[29,36)","<29"
188450,"[36,49)","[36,49)","[36,49)"
188460,"[49,65)","[49,65)",">=65"
188466,"[36,49)","[36,49)","[29,36)"
188469,"[29,36)","[29,36)","[29,36)"
188483,"[36,49)","[36,49)","[36,49)"
188484,">=65",">=65","[49,65)"
188506,"[29,36)","[29,36)","[29,36)"
188508,"[36,49)","[29,36)","[36,49)"
188535,"[36,49)","[36,49)","[36,49)"
188541,">=65",">=65",">=65"
188560,"<29","<29","<29"
188587,"[29,36)","[29,36)","[36,49)"
188590,"[29,36)","[29,36)","[29,36)"
188623,"[36,49)","[36,49)","[36,49)"
188633,"<29","<29","[29,36)"
188639,"[36,49)","[36,49)","[36,49)"
188657,"<29","<29","<29"
188658,">=65",">=65",">=65"
188668,">=65",">=65",">=65"
188672,"[36,49)","[36,49)","[36,49)"
188704,"[49,65)","[49,65)","[49,65)"
188712,"[49,65)","[49,65)",">=65"
188713,">=65",">=65",">=65"
188721,"[36,49)","[36,49)","[36,49)"
188730,"[49,65)","[49,65)","[49,65)"
188743,"[36,49)","未知","[49,65)"
188757,">=65",">=65",">=65"
188769,"[49,65)","[49,65)","[49,65)"
188778,"[36,49)","[36,49)","[36,49)"
188779,"[29,36)","[29,36)","[29,36)"
188798,"<29","<29","<29"
188809,"<29","<29","<29"
188816,"[49,65)","未知","[49,65)"
188831,"[49,65)","[49,65)",">=65"
188842,"<29","<29","<29"
188849,"<29","<29","<29"
188854,"[29,36)","[29,36)","<29"
188872,"[29,36)","[29,36)","[29,36)"
188889,"[29,36)","[29,36)","[29,36)"
188892,">=65",">=65",">=65"
188907,">=65",">=65",">=65"
188912,"[49,65)","[49,65)",">=65"
188916,"[29,36)","[29,36)","[29,36)"
188917,"[36,49)","未知","[49,65)"
188919,"[29,36)","[29,36)","[29,36)"
188922,"<29","<29","<29"
188942,"[36,49)","[36,49)","[36,49)"
188947,"[36,49)","[36,49)","[36,49)"
188949,"[29,36)","[29,36)","[29,36)"
188959,"[36,49)","未知","[49,65)"
188969,"[49,65)","[49,65)",">=65"
188974,"[36,49)","[36,49)","[29,36)"
188975,"[49,65)","[49,65)","[49,65)"
188983,">=65",">=65",">=65"
188994,">=65",">=65",">=65"
188996,"[36,49)","[36,49)","[36,49)"
188997,"[36,49)","[36,49)","[36,49)"
