"wm_poi_id","wm_poi_name","primary_second_tag_name","primary_third_tag_name","primary_first_tag_name","poi_brand_id","aor_id","poi_score","delivery_comment_avg_score","food_comment_avg_score"
2804,"981676-8a2234-4c2815-fd2711-66812-8a2234-4c2815-c62143-342412-981676-db505-35715-d72063-121306-402923-84752-231660-c7153-8c2935-642862-af2496-431608-272349","0","15","0","8","3","4.42","4.67","4.58"
2805,"031708-6b1586-1a564-d556-604088-812352-a44092-2c1019-a13945-121306-79217-cd3847-e21602-431608-272349","0","102","0","8","6","4.62","5","4.69"
2806,"11995-11995-a93677-5a1952-ac854-121306-402923-84752-923691-072768-f83624-b43550-d0128-431608-272349","7","37","0","489","7","4.74","4.81","4.75"
2808,"a43214-063107-231660-7d1638-ab404-121306-fa1551-961181-431608-31171-b32250-b7307-8f2156-272349","15","未知","1","295","4","4.85","5","4.88"
2809,"b92083-402923-761971-121306-753219-38860-272349","1","55","0","8","0","0","0","0"
2810,"d83957-ad211-e41314-6f228-2e1710-1e4086-4a2318","1","16","0","8","7","4.75","5","4.75"
2811,"e52645-7b1223-231660-a62740-d82616-d62216","0","21","0","8","1","4.38","4.75","4.38"
2814,"b2193-fc3373-28807-442854-121306-5d2360-612035-5e2725-951677-431608-272349","0","0","0","8","4","4.44","4.5","4.56"
2815,"a93922-52727-192896-c53116-4a3834-121306-353998-67198-063761-431608-272349","1","2","0","490","10","4.45","4.94","4.45"
2816,"c31718-f51944-843204-121306-e4673-302533-431608-272349","7","58","0","120","2","4.86","5","4.57"
2817,"e71983-094065-ed2191-6d2875-042150-dd3028-021794-121306-402923-84752-431608-272349","4","52","0","491","3","0","0","0"
2818,"682644-3b868-a81828-2e1710-4a2318","1","16","0","8","6","NULL","NULL","NULL"
2819,"9b892-361622-633554-121306-9b2195-e21602-431608-272349","0","15","0","244","1","4.81","4.97","4.8"
2823,"273158-41810-273158-552471-4a3834-121306-661087-4a1619-0a3249-d41700-1d1611-e93739-431608-272349","7","36","0","181","2","NULL","NULL","NULL"
2830,"92711-5d2360-87965-d556-b82604-121306-342036-cd3847-652630-431608-272349","0","57","0","197","10","4.79","4.96","4.82"
2831,"5a537-402923-912443-76305-d72063-2e1710-1e4086-4a2318-121306-79217-cd3847-e21602-431608-272349","0","68","0","8","0","4.18","4.77","4.3"
2832,"812439-87965-042150-911529-021794-a23694-b43550-121306-923691-072768-f83624-b43550-d0128-431608-272349","0","48","0","143","7","4.67","4.33","4.75"
2833,"3f1985-253623-982162-613072-6d930-ae786-121306-251713-a21596-063761-431608-272349","0","0","0","94","1","4.89","4.98","4.87"
2834,"3f1985-253623-982162-613072-6d930-ae786-121306-5315-352708-f81036-431608-272349","0","0","0","94","6","4.86","4.98","4.87"
2835,"3f1985-253623-982162-613072-6d930-ae786-121306-d13754-1d553-431608-272349","0","0","0","94","9","4.9","5","4.9"
2836,"a43214-08613-2e1710-121306-8c2935-f13620-431608-272349","0","7","0","9","2","4.67","4.79","4.69"
2837,"be2895-72855-1c925-d2536-fc3373-dd3028-de2424-121306-e52645-ef3399-713861-431608-272349","0","31","0","492","6","4.48","5","4.48"
2838,"8a2234-72855-e33426-1c925-be2895-121306-5e2725-a21596-063761-431608-272349","0","12","0","213","0","4.29","4.88","4.32"
2839,"102277-9f1640-8f2156-a41365-363657-5a1952-b2193-fc3373-1c3103-dd3028-021794-431608","1","46","0","8","0","3.83","5","3.87"
2840,"231660-61773-d82616-d62216-121306-102277-9f1640-5e2725-352708-871632-402923-e93887-e22943-431608-272349","0","21","0","493","0","0","0","0"
2842,"9f790-572883-641271-1c3929-121306-5e2725-72226-431608-272349","1","32","0","332","0","4.81","4.95","4.84"
2843,"402923-d52609-833800","1","2","0","8","5","4.76","4.88","4.82"
2844,"48690-e43593-2e1710-7e1325-3c1399-e0770-1d3469-121306-002989-5a1765-ba1465-431608-272349","3","25","0","8","7","4.6","5","4.6"
2845,"6f4017-6f4017-323291-39147-102277-2e1710-1e4086-4a2318","1","24","0","8","6","3.08","5","3.75"
2846,"002989-102277-9f1640-c34009-552471-d72063-121306-0d1431-063761-d31298-431608-272349","0","11","0","8","5","4.57","4.43","4.57"
2847,"141582-af1654-2e1710-1e4086-4a2318-121306-082380-233398-323291-021794-272349-121306-402923-84752-431608-272349","1","3","0","8","5","4.52","4.74","4.61"
2848,"102277-9f1640-703287-361409-753219-38860-d62216-1c925-931140","0","21","0","8","0","4.38","4.79","4.31"
2849,"fc647-a63626-031708-082380-233398-33816-121306-402923-e61012-431608-272349","0","1","0","30","7","4.61","4.96","4.64"
2850,"621482-032268-b43550-431608","1","13","0","8","0","0","0","0"
2851,"da3669-203871-1a1215-4a2318-e33426-b43550-121306-402923-84752-923691-072768-231660-242273-431608-272349","0","103","0","372","7","4.88","4.84","4.96"
2852,"74809-641271-5c3975-dd3028-121306-192896-2c3863-871632-402923-d0128-431608-272349","1","32","0","8","2","4.65","4.85","4.65"
2853,"652630-cc1100-d2536-fc3373-dd3028-de2424","0","31","0","8","10","4.81","5","4.89"
2854,"b92083-0c3415-4a2318-931140","1","2","0","8","8","0","0","0"
2855,"72855-3f3083-49292-fc3373-a11519-d81534-121306-102277-9f1640-402923-84752-231660-c7153-8c2935-272349","1","23","0","494","3","4.61","4.93","4.69"
2856,"a8269-65804-253866-341600-d13024-121306-a63626-c73749-e1291-103337-5e2725-951677-431608-272349","8","未知","2","369","0","4.8","5","5"
2857,"223743-492461-e01010-2e1710-4b1966-133334-4a2318","1","33","0","8","8","4.72","4.86","4.76"
2858,"a8269-292326-202799-2e1710-1e4086-4a2318-121306-251713-a21596-063761-431608-272349","1","16","0","495","1","4.73","4.95","4.73"
2859,"af1654-fa2116-5d2360-af1654-4a2318-121306-a93922-dd497-d0128-431608-272349","1","13","0","496","3","0","0","0"
2860,"a22084-352708-c53116-4a3834-431608-121306-ce4073-e21602-431608-272349","1","2","0","8","8","4.57","4.91","4.59"
2861,"d33665-39147-083121-c02692-d62216-1c925-8c2935-121306-cd2378-8d1754-663941-431608-272349","0","21","0","8","8","4.64","5","4.64"
2862,"a22383-af1654-2e1710-1e4086-4a2318","1","13","0","8","2","4.25","5","4.25"
2863,"a81742-042150-4a3834-0652-121306-402923-e61012-8b2706-5f38-431608-272349","7","36","0","35","7","4.87","4.82","4.83"
2864,"812439-87965-042150-911529-021794-a23694-b43550-121306-4a2318-52727-431608-272349","0","48","0","143","0","4.66","4.98","4.67"
2865,"9f1640-b0912-0c3415-5a1952-ac854","1","32","0","8","10","4","5","4.14"
2866,"792828-633554-35856-2b3552-2e1710-121306-251713-a21596-063761-431608-272349","1","107","0","497","1","4.53","4.88","4.53"
2867,"d53815-b82976-652630-872933-121306-a93922-dd497-d0128-431608-272349","1","23","0","498","3","4.13","4.83","4.22"
2868,"652630-492461-953430-d72063","0","86","0","8","4","4.1","4.76","4.22"
2869,"a8269-cc2258-e41314-6f228-121306-102277-9f1640-192896-2c3863-871632-ca2010-431608-272349","1","14","0","353","2","4.65","4.86","4.74"
2870,"a93922-d556-59366-e41314-121306-a8269-65804-d0128-431608-272349","0","12","0","8","8","4.62","4.69","4.58"
2871,"a93922-243077-d62216-1c925-1d553","0","21","0","8","1","4.73","4.94","4.82"
2872,"e61012-141582-7c2882-dd3028-021794-121306-6a3579-cc2258-e21602-431608-272349","4","52","0","8","9","5","5","5"
2874,"e21548-c93763-be1093-d4496-121306-be1093-db3612-e11381-8c2935-f13620-431608-272349","1","13","0","265","2","4.6","5","4.69"
2875,"962462-443811-962462-6a841-962462-33816-121306-402923-84752-36950-d72077-431608-272349","0","28","0","87","7","4.49","4.89","4.49"
2876,"af1443-ec1574-ac854-ae2775-121306-b647-6a3579-d0128-431608-272349","0","15","0","499","6","4.71","4.92","4.71"
2877,"943539-b5311-ae2775-b43550-ed2191-121306-e4673-302533-431608-272349","1","16","0","500","2","4.25","4.9","4.28"
2878,"101136-6b1586-f34-f51944-002808-121306-402923-84752-231660-c7153-8c2935-431608-272349","10","未知","1","8","3","0","0","0"
2879,"042150-b12072-5a1952-121306-b31-b52770-d0128-431608-272349","2","未知","1","17","0","4.85","4.85","4.85"
2880,"87107-611350-87107-611350-112251-f81893-121306-402923-84752-231660-c7153-8c2935-431608-272349","6","未知","2","55","3","4.74","5","4.76"
2881,"2c3160-e72968-323291-323291-2c1019-121306-402923-84752-431608-272349","7","37","0","501","7","4.36","5","4.18"
2882,"d72077-052425-d13024-121306-402923-84752-923691-072768-431608-272349","13","未知","2","8","7","0","0","0"
2883,"bc3855-59366-032517-652546-611350-432525-6b3409-a8274-6b3409-2522-121306-923691-072768-f83624-b43550-d0128-431608-272349","0","40","0","8","7","4.76","4.89","4.76"
2884,"b82604-321829-c02692-012822-b82604-961815-121306-402923-84752-431608-272349","0","57","0","502","3","4.81","4.92","4.79"
2885,"87107-611350-87107-611350-112251-f81893-121306-ce4073-2b3528-5e2725-951677-272349","6","未知","2","55","0","4.84","4.85","4.85"
2886,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-b31-a21596-6417-951677-6417-b13427-16978-431608-272349","8","未知","2","41","10","5","5","5"
2888,"cc2898-cc2898-a72217-c21871-c53116-4b2403-d72063-121306-8d3794-59550-901869-713861-901015-ac854-d82670-ce4073-5a1952-ac854-8c2935-431608-272349","7","37","0","8","0","4.66","4.92","4.66"
2890,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-a93922-dd497-d0128-6417-b13427-16978-431608-272349","8","未知","2","41","7","4.43","5","4.86"
2891,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-402923-8c2935-514032-6417-b13427-16978-431608-272349","8","未知","2","41","3","4.13","4.47","4.13"
2892,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-ce4073-ff2187-be1093-111881-6417-b13427-16978-431608-272349","8","未知","2","41","8","0","0","0"
2893,"621482-712910-3a1822-fa3636-c93835-fa3636-4a2318-121306-8d3794-16978-901869-713861-901015-621482-712910-5a1952-ac854-353977-431608-272349","1","16","0","8","2","4.77","4.95","4.77"
2894,"041255-5a537-c53116-d63854-66812-121306-2e1710-1e4086-4a2318-c62143-ef1573-b43550-272349","1","13","0","8","10","4.48","4.92","4.53"
2895,"9f1640-1d1024-c22442-121306-192896-2c3863-871632-431608-272349","7","36","0","279","2","4.5","5","4.5"
2896,"ac3320-a22132-2522-a22132-231497-d41700-5b1949-10905-121306-402923-e93887-e22943-ac854-cc34-d0128-431608-272349","3","41","0","151","9","4.32","4.83","4.47"
2897,"5f1172-602975-323291-233398-a23694-121306-353998-67198-063761-431608-272349","0","1","0","8","10","4.72","4.82","4.72"
2898,"1b3561-052425-e33591","1","23","0","8","6","4.79","5","4.93"
2899,"002989-4f55-322951-713861-141126-e93918-431608-121306-ce4073-ff2187-431608-272349","0","29","0","8","8","4.95","5","4.95"
2900,"a43214-08613-2e1710-121306-a22084-352708-492461-871632-431608-272349","0","7","0","9","6","4.81","4.93","4.8"
2901,"6e4044-d71618-be2895-121306-ce141-682644-063761-431608-272349","0","38","0","8","0","4.71","5","4.73"
2902,"231660-5a2225-044020-042150-1f2314-604088-59366-e41314","0","57","0","8","6","4.69","4.71","4.68"
2903,"083121-1d3688-981676-b43550-c62143-a32703-0b4049-a93677-8a2234-342412-981676-b43550-121306-923691-ce4073-231660-242273-431608-272349","0","15","0","107","9","4.81","4.94","4.86"
2904,"9d1744-8c851-4f3017-a93677-341620-233398-6d3428","0","26","0","8","4","5","5","5"
2905,"59550-9d1564-783514-c53116-fc3373-a23694-b43550-342412-981676-e53048-fe1605-b43550","0","70","0","503","6","4.76","4.83","4.73"
2906,"002989-a8269-8d1398-b04084-b04084-d72063-121306-8d3794-a53996-16978-0c1478-901869-713861-901015-253623-ac854-353977-5a1952-ac854-8c2935-431608-272349","0","40","0","8","4","4.58","5","4.58"
2907,"c02692-f51944-2c3401-e72968-121306-231660-682596-e13-431608-272349","6","未知","2","8","5","4.66","4.86","4.72"
2908,"ac854-302459-1f2314-604088-59366-e41314-121306-8a2234-dc2601-e33426-361723-141126-6f1612-87314-361723-6e2940-e1869-431608-272349","0","12","0","8","0","4.79","4.9","4.8"
2909,"28807-442854-be2895-121306-102277-9f1640-5d2360-612035-e41314-6f228-a53996-642862-552153-9d1564-642862-431608-272349","0","0","0","123","4","4.49","4.54","4.54"
2910,"60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-102277-f71647-231660-242273-431608-272349","8","未知","2","102","8","5","5","5"
2911,"5f1172-602975-a54081-3c1399-c34009-2c1019-121306-8d3794-661087-901869-713861-901015-621482-712910-5a1952-ac854-8c2935-431608-431608-272349","7","37","0","8","2","4.79","4.96","4.79"
2912,"91632-502741-8a2234-be65-121306-251713-a21596-063761-431608-272349","1","76","0","274","1","4.29","4.83","4.29"
2914,"ac4075-ac4075-f91501-121306-102277-9f1640-1d553-431608-272349","0","15","0","8","5","0","0","0"
2915,"3b4047-41810-87965-5c2699-7e1325-e0770-2c3863-fd2565-121306-be1093-db3612-e11381-431608-272349","3","25","0","276","2","4.53","4.87","4.56"
2916,"c43775-a22132-8b2948-383668-ea2006-ee867-121306-102277-9f1640-402923-84752-231660-c7153-8c2935-431608-272349","5","未知","1","504","3","4.94","5","4.94"
2918,"b2193-c22821-a32431-41810-66812-121306-402923-e22943-431608-272349","1","16","0","8","9","4.53","5","4.53"
2919,"843204-8a2234-152058-121306-402923-84752-431608-272349","6","未知","2","8","7","5","4.33","5"
2920,"811006-4b1791-a92470-192264-f23619-121306-5e2725-72226-ce4073-2b3528-431608-272349","9","未知","1","49","0","4.76","4.84","4.84"
2921,"231660-b2193-3f3083-402923-102277-8a2234-931140","1","32","0","8","4","4.78","5","4.78"
2922,"5d2360-094065-74760-121306-353998-72226-231660-d0128-431608-272349","0","15","0","51","10","4.47","4.93","4.46"
2923,"102379-9d13-121306-402923-84752-231660-c7153-8c2935-431608-272349","1","13","0","311","3","4.35","5","4.5"
2924,"703287-af1654-223296-af1654-4a2318-931140","1","33","0","8","9","4.54","5","4.46"
2926,"a43407-a72217-d72063-121306-6f3045-1d283-1d553-431608-272349","0","40","0","8","6","4.62","4.8","4.6"
2927,"67198-112251-5a1952-ac854","1","13","0","8","0","4.29","4.65","4.26"
2928,"87314-1c925-0a2002-7b1223-e5445-121306-0d1431-063761-431608-272349","1","32","0","8","5","4.25","5","4.25"
2930,"492461-8c2935-323291-121306-8a2234-5315-e5445-431608-272349","0","8","0","10","0","4.81","4.97","4.83"
2932,"812439-a92158-652630-cc1100-d2536-fc3373-dd3028-de2424","0","31","0","8","4","3.5","4.69","3.42"
2933,"28560-fa1254-8a2234-dc2601-e33426-121306-8d3794-a53996-901869-713861-901015-031708-833800-5f1581-5a1952-ac854-8c2935-431608-272349","0","12","0","8","6","4.71","4.9","4.72"
2934,"402923-e61012-e33426-1c925-961815-121306-79217-cd3847-e21602-431608-272349","0","12","0","191","4","4.43","5","4.48"
2935,"9f790-031708-593882","1","16","0","8","0","4.53","4.67","4.47"
2936,"102277-083121-852079-7e1325-3c1399-c63006-d72063-de2424-b43550-121306-8d3794-a53996-901869-713861-901015-8a3387-bf1514-652630-5a1952-ac854-8c2935-431608-272349","0","87","0","506","9","4.57","4.88","4.57"
2937,"b92083-d0235-021794-37996-121306-8d3794-dd2480-901869-713861-901015-ac854-833800-4f1911-5a1952-ac854-8c2935-431608-272349","7","58","0","444","10","4.88","4.84","4.88"
2938,"a22383-c7153-141582-4a2318-c62143-8a2234-c21871","1","13","0","8","8","0","0","0"
2939,"24542-9b2653-b51826-c62143-6e2940-a11755-d72063-121306-402923-84752-431608-272349","0","40","0","507","7","4.63","4.85","4.65"
2940,"e7877-5b1293-621274-621274-2c1019-121306-223664-d91077-8c2935-431608-272349","0","15","0","150","2","4.82","4.92","4.78"
2941,"342036-174019-4b2403-d72063-121306-402923-84752-431608-272349","3","10","0","508","3","4.8","4.78","4.83"
2942,"a54081-2c3401-c53116-fc3373-121306-402923-84752-431608-272349","3","10","0","509","7","4.5","4.93","4.55"
2943,"0f2124-3e277-99196-a8274-2522-a8274-ea2006-87107-b6684-a8274-603585-0a2432-292238-6b3409-a54081-3c1399-c34009-2c1019-121306-251713-a21596-063761-431608-272349","7","37","0","8","6","4.86","4.96","4.86"
2945,"b92083-a13945-1f2314-604088-59366-e41314","0","60","0","8","10","4.72","4.88","4.78"
2946,"b82512-8d1398-8d1398-e63234-4a2318-121306-082380-233398-33816-272349","0","28","0","8","0","0","0","0"
2948,"652408-5a1952-193506-bd3656-251116-121306-ce4073-ff2187-39147-871632-431608-272349","0","4","0","69","8","4.83","5","4.87"
2949,"2f273-a3702-8a2234-931140","0","9","0","8","3","4.2","5","4.2"
2950,"b92083-8d1398-082380-233398-33816","0","1","0","8","0","0","0","0"
2953,"b2193-fc3373-30514-d72063-c62143-fc3373-f63938-24424-c62143-8b3036-7f4028-121306-353998-67198-063761-431608-272349","0","39","0","8","3","4.78","5","4.67"
2958,"a93922-a22383-a22084-2e1710-1e4086-4a2318","1","13","0","8","0","0","0","0"
2959,"492461-8c2935-852551-641271-791908-c53116-d13754-fc3373-641271","7","49","0","8","2","4.86","5","4.86"
2960,"3a1157-191362-c22859-002989-102277-9f1640-c53116-4a3834-c22859-121306-402923-84752-c92945-513720-9b2653-dc3924-431608-272349","0","38","0","8","7","4.72","5","4.75"
2962,"002989-102277-9f1640-1b955-6a3233-752762","7","58","0","8","6","0","0","0"
2963,"ae206-80612-a82395-363247-821244-e01010-a82395-a23694-b43550","0","70","0","8","6","4.83","4.89","4.8"
2964,"a93922-b43550-863895-141582-af1654-4a2318-121306-5315-823574-f81036-431608-272349","1","33","0","8","6","4.55","4.85","4.53"
2965,"50882-063761-713861-d32365-633554-961815-121306-ac483-821244-e01010-431608-272349","0","12","0","8","8","4.91","4.98","4.92"
2967,"8a2234-253349-713861-8d3237-851875-59366-e41314-121306-cd2378-8d1754-663941-431608-272349","0","29","0","8","8","0","0","0"
2968,"2c1019-6b1586-043458-b32861-693510-c53116-2c1019-be2895-121306-102277-9f1640-402923-8c2935-431608-272349","7","49","0","8","0","4.8","4.86","4.8"
2969,"b82604-b12072-c02692-c62143-101946-dc2884-8c851-0b4049-822600-121306-79217-cd3847-e21602-431608-272349","0","57","0","510","6","4.79","4.96","4.74"
2970,"b92083-703678-9d13-e41314-6f228","1","16","0","8","8","4.18","5","4.18"
2972,"df3491-042150-87965-d556-121306-773931-d81891-a13945-272349","1","73","0","8","6","4","4.73","3.93"
2973,"d52609-572883-292326-ac854","7","36","0","8","0","5","5","5"
2974,"9b2653-923691-e21103-2d2087-e9638-fa1254-b2193-fc3373-c63006-d72063","0","40","0","8","4","0","0","0"
2975,"652408-5a1952-193506-bd3656-251116-121306-f43500-cc2258-063761-52727-621482-431608-272349","0","4","0","69","3","4.79","5","4.83"
2977,"002989-31171-72226-121306-251713-a21596-063761-431608-272349","0","15","0","8","1","4.75","4.83","4.72"
2978,"87965-e52645-431608-121306-47707-773931-8f2156-431608-272349","7","36","0","125","7","5","5","5"
2979,"87965-e52645-431608-121306-a8269-65804-e21602-431608-272349","7","36","0","125","0","5","5","5"
2980,"07903-231660-863895-912443-76305-d72063-d13754-621274-361622-121306-ce4073-e21602-431608-272349","0","68","0","8","8","0","0","0"
2981,"0b4049-d52609-5c2699-082380-233398-33816","0","1","0","8","0","4.92","5","4.92"
2987,"87965-dc2884-e72410-cc2898-c53116-4b2403-d72063-2d263-141126-6f1612-121306-8d3794-dd2480-901869-713861-f91501-fa1551-342412-b92734-112251-5a1952-ac854-8c2935-431608-272349-272349","7","58","0","8","10","4.5","4.67","4.38"
2992,"1d1024-7f3309-363247-e0770-a92470-192264-f23619-df2800-121725","5","未知","1","511","3","4.88","4.9","4.9"
2993,"042150-b12072-5a1952-121306-c21717-1d553-e21602-272349","2","未知","1","17","8","4.92","5","4.97"
2994,"042150-b12072-5a1952-121306-352708-cf2679-e21602-431608-272349","2","未知","1","17","4","5","5","5"
2995,"3f1985-253623-982162-613072-6d930-ae786-121306-ce4073-e21602-6417-951677-431608-272349","0","0","0","94","8","4.91","5","4.88"
2996,"3f1985-253623-982162-613072-6d930-ae786-121306-6f3045-1d283-1d553-431608-272349","0","0","0","94","6","4.81","5","4.78"
2997,"d13754-0b2594-1c925-c62143-8a2234-863895-4a2318-121306-402923-84752-431608-272349","4","44","0","8","7","4.55","4.7","4.54"
2998,"bb609-a63626-432039-8a2234-c21871-121306-a22084-352708-492461-871632-431608-272349","7","58","0","324","6","4.62","4.93","4.63"
2999,"402923-fe1605-e92321-d72063-3b4047-121306-402923-84752-28807-e72968-431608-272349","1","5","0","7","7","4.26","4.61","4.38"
3000,"14513-49292-2043-141126-6d3428","0","102","0","8","7","4.56","4.93","4.54"
3001,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-d0235-2e1710-713861-431608-272349","0","0","0","24","10","4.91","4.95","4.94"
3002,"d22182-b84059-e33591-b43550-ed2191","1","55","0","512","10","4.38","4.75","4.38"
3003,"002989-072336-d62216-1c925-931140-121306-402923-e22943-431608-272349","0","21","0","297","0","4.81","4.9","4.79"
3005,"962462-443811-962462-443811-dd3028-021794-121306-5315-823574-f81036-6a3579-c93763-923691-431608-272349","4","19","0","16","6","4.44","4.65","4.68"
3006,"bb609-a63626-432039-8a2234-c21871-121306-251713-a21596-063761-431608-272349","7","58","0","391","1","4.72","4.9","4.71"
3007,"31171-5d2360-231660-be2895-121306-f43500-cc2258-063761-431608-a43251-4a3610-d92985-dd2480-9d1564-272349","0","15","0","201","3","4.81","4.92","4.83"
3008,"df3491-c7153-a13945-be65-121306-6a3579-c93763-923691-c92945-513720-9b2653-dc3924-431608-272349","1","73","0","513","6","4.61","4.86","4.66"
3009,"e4673-cb1524-e33591-121306-052022-f81036-ed2191-431608-272349","1","2","0","347","2","4.55","4.88","4.55"
3010,"002989-102277-9f1640-c34009-552471-d72063","1","2","0","8","10","4.64","4.93","4.67"
3011,"c21871-302459-79923-121306-a22084-352708-431608-272349","1","13","0","8","0","0","0","0"
3012,"102277-65804-ac854-4f1911-121306-552306-eb3177-871632-431608-272349","1","2","0","410","10","4.56","4.91","4.62"
3013,"492461-15325-922125-cc2898-c53116-66812-121306-433290-253623-60172-d556-431608-272349","1","59","0","456","2","3.67","5","3.67"
3014,"39147-cc2258-e33591-121306-79217-cd3847-e21602-431608-272349","1","22","0","411","4","4.2","4.89","4.2"
3015,"d63854-a33955-031708-872051-df3753-dd3028-de2424-121306-e72968-36950-e33591-431608-272349","0","29","0","8","8","4.72","5","4.74"
3016,"a7798-a8269-d686-031473-121306-402923-84752-28807-e72968-e41314-6f228-272349","3","25","0","514","7","4.54","4.76","4.54"
3017,"353977-cc2258-5f1581-002989-102277-9f1640-8a2234-c21871","1","2","0","8","8","4.64","4.81","4.7"
3018,"7b3565-d3331-e93887-613072-6d930-ae786-121306-a93922-dd497-d0128-9b2653-dc3924-231660-242273-431608-272349","0","4","0","78","3","4.85","4.79","4.9"
3019,"5a1952-042150-b12072-121306-812352-7e1325-df2800-121725-272349","5","未知","1","8","9","4.67","4.87","4.67"
3020,"87107-0f2124-2d4026-1b1099-a32507-341600-d13024-121306-102277-9f1640-6a3579-c2857-a8269-431608-272349","8","未知","2","141","3","0","0","0"
3021,"6c1537-af1654-2b3552-2e1710","1","33","0","8","0","4.56","5","4.56"
3022,"6b3322-5b1293-273158-342036-e93918-423697-021794-121306-5d2360-612035-5e2725-951677-431608-272349","1","35","0","8","4","0","0","0"
3023,"682644-ac2536-d13754-731761-92165-121306-5315-823574-f81036-431608-272349","0","9","0","11","6","4.26","4.88","4.38"
3024,"c1591-453450-111881-641271-5a1952-ac854","1","32","0","8","8","4.84","5","4.84"
3025,"6f3045-1d283-1d553-5a1952-3c1399-c34009-2c1019","7","37","0","8","6","4.89","4.93","4.88"
3026,"0e3899-8a2234-931140-121306-a93922-dd497-d0128-431608-272349","1","23","0","515","3","4.41","5","4.56"
3027,"a92470-8c2935-641271-1c3929-121306-102277-9f1640-251713-a21596-063761-431608-272349","1","32","0","516","1","4.62","4.83","4.66"
3028,"002989-2e1710-fc3373-d71618-121306-652408-b164-1f2314-431608-272349","0","29","0","175","0","4.66","4.97","4.69"
3029,"981676-c21871-981676-782390-121306-fa1551-961181-431608-272349","4","66","0","8","4","4.46","4.69","4.46"
3030,"68334-7f2104-fc3373-a11519-d81534-121306-223664-d91077-8c2935-e4673-302533-871632-ca2010-431608-272349","1","16","0","8","2","4.33","4.93","4.38"
3031,"3c2588-021794-5f1581-121306-79217-cd3847-e21602-431608-272349","1","22","0","517","4","4.7","4.93","4.74"
3032,"6e4044-d71618-2c3401-ce4005-de1296-ed2191-4a2318-6e4044-d71618","0","38","0","8","9","4.87","4.73","4.87"
3033,"812439-af1654-094065-dd1152-d556-af1654-de3791-4a2318","1","33","0","8","4","4.71","5","4.93"
3034,"6f796-f83624-67198-112251-641271-641271-323291","4","88","0","8","7","4.52","5","4.61"
3035,"043458-ad211-5c2699-121306-a54081-3c1399-e0770-1d3469-032517-c53116-fc3373-272349","3","10","0","8","9","4.79","5","4.74"
3036,"5e1740-fa3821-323291-9b2653-923691-e21103-2d2087-0c3415-fa1254-b2193-fc3373-d72063","0","40","0","8","0","4.52","5","4.56"
3037,"102277-6a3579-e21602-6d2875-6a841-002989-431608","1","2","0","8","4","4.24","4.84","4.2"
3039,"eb2057-492461-bc3855-e21602-43819-54938-121306-e4673-302533-871632-431608-272349","0","26","0","8","2","4.92","5","4.92"
3040,"a93922-c7153-223664-d91077-8a2234-931140","1","33","0","8","10","4.53","4.87","4.6"
3041,"66812-b12072-5a1952-c62143-341620-4a2318-66812-121306-5e2725-a21596-063761-431608-272349","0","71","0","519","0","4.77","4.92","4.78"
3042,"812439-5a2590-e91407-021193-ac854-e41314-6f228","1","96","0","8","7","4.99","5","4.97"
3043,"8a2234-72855-e33426-1c925-be2895-121306-353998-67198-063761-431608-272349","0","12","0","213","3","4.92","5","4.9"
3045,"962462-443811-962462-443811-dd3028-021794-121306-352708-cf2679-e21602-c7153-043128-5e2725-951677-431608-272349","4","19","0","16","4","4.85","4.83","4.85"
3047,"a53996-16978-ea2006-f3861-722888-a32507-ee867-2d4026-ea2006-87107-0f2124-603872-603872-da697-da697","8","未知","2","8","6","4.92","5","4.92"
3048,"433290-b84059-d62216-1c925-1b3561-dd1152-d556-2e1710-1e4086-4a2318-121306-942726-b42607-ed2191-431608-272349","1","13","0","8","4","4.68","4.84","4.66"
3049,"13329-072829-a9774-1c3929-121306-8c2935-f13620-923691-f92345-431608-272349","1","32","0","118","2","4.52","4.93","4.6"
3050,"052022-5b1293-141582-af1654-8a2234-c23605-ef1573-b43550-082380-233398-323291-021794-121306-8d3794-16978-d92985-901869-713861-901015-43819-1d1024-b23259-5a1952-ac854-8c2935-431608-272349","1","3","0","8","4","4.67","5","4.67"
3051,"082380-8a2234-c62143-082380-233398-123785-093715-121306-a93922-dd497-d0128-431608-272349","1","78","0","209","10","4.46","4.89","4.46"
3052,"41810-41810-2e1710-121306-ef1573-902437-b43550-c62143-c53116-fc3373-a23694-b43550-272349","0","70","0","8","0","4.5","4.74","4.52"
3054,"fc647-e51424-532065-6b3322-423697-2c1019-121306-6f3045-1d283-1d553-431608-272349","0","56","0","8","6","4.37","4.81","4.34"
3055,"a4961-072829-ae206-80612-bd747-e52645-121306-402923-84752-923691-072768-f83624-b43550-d0128-431608-272349","0","15","0","8","7","4.73","4.64","4.77"
3056,"a43251-99196-222440-292238-2522-99196-a22132-231497-231497-ea2006-121306-a93922-dd497-231660-d0128-431608-272349","11","未知","2","520","3","4.95","4.9","4.97"
